actors,actor_ids,genders,birthplaces,ages,movies,movie_ID
Sara Malakul Lane,134488,1,Thailand,41.0,"['Sharktopus', 'The Wayshower', 'Pernicious', '12/12/12', '100 Degrees Below Zero', 'Jailbait', 'Buddy Hutchins', 'Kickboxer: Vengeance', 'Sun Choke', 'Cowboys vs. Dinosaurs', 'Shark Lake', 'Scouts Guide to the Zombie Apocalypse', 'Beyond the Gates', 'The Domicile', 'Wishing for a Dream', 'Kickboxer: Retaliation', 'King Arthur and the Knights of the Round Table', 'Death Pool', 'Shortwave', 'Halloween Pussy Trap Kill! Kill!', 'Disposition', ""Who's Watching Oliver"", 'Captured', 'Jurassic City', 'Shangri-La: Near Extinction']","[46020.0, 80432.0, 326441.0, 147879.0, 182228.0, 253046.0, 322266.0, 308529.0, 334026.0, 337208.0, 299553.0, 273477.0, 397981.0, 434591.0, 380017.0, 447665.0, 455252.0, 460914.0, 401121.0, 482048.0, 519022.0, 448561.0, 596560.0, 315024.0, 551918.0]"
Sara Mortensen,1345053,1,"Paris, France",44.0,"['The Fall of the Male Empire', 'Murder In Rochefort', 'Murder in Tours', ""Les Mystères de l'école de gendarmerie"", 'He Even Has Your Eyes', 'In Safe Hands', 'Vicky', '4 garçons dans la nuit']","[283245.0, 547202.0, 515669.0, 872095.0, 398920.0, 489418.0, 384725.0, 227693.0]"
Sarah Desjardins,1066284,1,"Vancouver, British Columbia, Canada",29.0,"['Cold Zone', 'Kiss at Pine Lake', 'Romeo Killer: The Chris Porco Story', 'Into the Grizzly Maze', 'Magic Beyond Words: The J.K. Rowling Story', 'Unleashing Mr. Darcy', 'A.R.C.H.I.E.', 'Text to Kill', 'Drink Slay Love', 'Murder Unresolved', 'Clue: A Movie Mystery Adventure', 'Woman of the House']","[437463.0, 117878.0, 180145.0, 244316.0, 80530.0, 374609.0, 393877.0, 335882.0, 474047.0, 486438.0, 331806.0, 480159.0]"
Sarah Fisher,1228355,1,"Ottawa, Ontario, Canada",31.0,"['Lost After Dark', 'Full Out', 'The Stepchild', 'Kiss and Cry', 'Stickman', '#Roxy', 'Deadly Double Cross', 'Friends Who Kill', 'His Fatal Fixation', 'Sorority Sister Killer', 'A Baby at Any Cost', 'Left Behind: Rise of the Antichrist', 'My Southern Family Christmas', 'Project Baby', 'She Inherited Danger', 'Meet Me Under the Mistletoe', 'A Harvest Homecoming']","[298865.0, 298582.0, 388561.0, 440596.0, 480403.0, 490488.0, 502555.0, 666826.0, 682258.0, 830817.0, 938971.0, 1008903.0, 1028558.0, 1058719.0, 1089490.0, 1180266.0, 1142651.0]"
Sarah Gadon,190895,1,"Toronto, Ontario, Canada",37.0,"['A Dangerous Method', 'Cosmopolis', 'Dream House', 'The Moth Diaries', 'Antiviral', 'Maps to the Stars', 'Enemy', 'The Nut Job', 'The 9th Life of Louis Drax', 'The Amazing Spider-Man 2', 'Citizens of Cosmopolis', 'A Royal Night Out', 'The Girl King', 'Indignation', 'The Other Me', 'The Death & Life of John F. Donovan', 'Dracula Untold', 'Belle', 'Lolz-ita', 'Octavio Is Dead', 'The Great Darkened Days', 'American Woman', 'Vampires vs. the Bronx', 'Black Bear', 'All My Puny Sorrows', 'Corner Office', 'Ferrari', 'North of Normal', 'Coup!', 'What If', 'Seagrass']","[48231.0, 49014.0, 69668.0, 91549.0, 125490.0, 157851.0, 181886.0, 227783.0, 294795.0, 102382.0, 276264.0, 300155.0, 329829.0, 340611.0, 717682.0, 291984.0, 49017.0, 205601.0, 435692.0, 441766.0, 539825.0, 339976.0, 567971.0, 624788.0, 782092.0, 800279.0, 365620.0, 1011556.0, 1054221.0, 212716.0, 1128345.0]"
Sarah Paulson,34490,1,"Tampa, Florida, USA",49.0,"['Serenity', 'Martha Marcy May Marlene', 'Held Up', 'November Christmas', '12 Years a Slave', 'Mud', 'Fairhaven', 'Carol', 'After-School Special', 'The Runner', '#twitterkills', 'Game Change', 'Rebel in the Rye', 'Blue Jay', ""New Year's Eve"", ""Ocean's Eight"", 'The Post', 'Glass', 'Bird Box', 'The Goldfinch', 'Abominable', 'Coastal Elites', 'The Time Being', 'Adele One Night Only', 'Madame X Presents: Madame Xtra Q&A', 'Stand Out: An LGBTQ+ Celebration', 'Reimagining The Met Gala', ""Ocean's Team 3.0""]","[452832.0, 50837.0, 60961.0, 52688.0, 76203.0, 103731.0, 111172.0, 258480.0, 262069.0, 277546.0, 354127.0, 91010.0, 390056.0, 408508.0, 62838.0, 402900.0, 446354.0, 450465.0, 405774.0, 472674.0, 431580.0, 728203.0, 121822.0, 896633.0, 916354.0, 982783.0, 1026774.0, 1036013.0]"
Sarah Shahi,164945,1,"Euless, Texas, USA",44.0,"['Bullet to the Head', ""I Don't Know How She Does It"", 'The Trouble With Bliss', 'Static', 'Road to Paloma', 'Guns for Hire', 'Divine Access', ""Michael Bolton's Big, Sexy Valentine's Day Special"", 'Hangman', 'Bad Therapy', 'Language Arts', 'Black Adam', 'The Congress', 'Red, White & Royal Blue']","[70074.0, 70868.0, 90122.0, 165567.0, 268060.0, 356366.0, 356900.0, 430780.0, 323368.0, 527382.0, 527376.0, 436270.0, 152795.0, 930094.0]"
Sarah Silverman,7404,1,"Bedford, New Hampshire, USA",53.0,"['Rent', 'Saint John of Las Vegas', 'I Am Comic', 'The Muppets', 'Wreck-It Ralph', 'Peep World', 'Take This Waltz', 'The Bitter Buddha', 'Sarah Silverman: We Are Miracles', 'Harmontown', 'A Million Ways to Die in the West', 'Gravy', 'Rubberhead', ""The Secret Policeman's Ball"", 'Comedy Central Roast of James Franco', 'I Smile Back', ""Women Aren't Funny"", 'Cops Cum Dicks and Flying', 'The Unbelievers', 'Tig', 'Ashby', 'Dying Laughing', 'The Book of Henry', 'Punching Henry', 'The Last Laugh', 'Battle of the Sexes', 'Popstar: Never Stop Never Stopping', '50 Years of Star Trek', 'You Can Never Really Know Someone', ""Michael Bolton's Big, Sexy Valentine's Day Special"", 'Sarah Silverman: A Speck of Dust', 'Night of Too Many Stars: America Unites for Autism Programs', ""Mister Rogers: It's You I Like"", ""Seth Rogen's Hilarity for Charity"", 'Strange Powers: Stephin Merritt and the Magnetic Fields', 'Ralph Breaks the Internet', 'Marry Me', 'Origin Story', 'Tiny Changes', 'Laughing Matters', 'Have a Good Trip: Adventures in Psychedelics', 'Dave Chappelle: The Kennedy Center Mark Twain Prize', 'This Is Stand-Up', 'Feeding America Comedy Festival', 'Give It Up for Greg Giraldo', 'In Search of the Sanderson Sisters: A Hocus Pocus Hulaween Takeover', 'Yearly Departed', 'Viral', 'Space Jam: A New Legacy', 'The Super Bob Einstein Movie', ""Don't Look Up"", 'Night of Too Many Stars: An Overbooked Concert for Autism Education', ""The Bob's Burgers Movie"", 'Maestro', 'Menorah in the Middle', ""David Baddiel: Jews Don't Count"", 'Sarah Silverman: Someone You Love', 'Once Upon a Studio', 'Albert Brooks: Defending My Life']","[557648.0, 27023.0, 41156.0, 64328.0, 82690.0, 55632.0, 86555.0, 139302.0, 230170.0, 253292.0, 188161.0, 262169.0, 305023.0, 188215.0, 300302.0, 307946.0, 289390.0, 333115.0, 191502.0, 318225.0, 330112.0, 372979.0, 382614.0, 321757.0, 343887.0, 369192.0, 341012.0, 411500.0, 393651.0, 430780.0, 459295.0, 483808.0, 509828.0, 516525.0, 47755.0, 404368.0, 615904.0, 358395.0, 623687.0, 638535.0, 673175.0, 662059.0, 692508.0, 702942.0, 59588.0, 759418.0, 919330.0, 336455.0, 379686.0, 918632.0, 646380.0, 203133.0, 504827.0, 523607.0, 1037085.0, 1051679.0, 1127846.0, 1139087.0, 1184849.0]"
Sasha Alexander,64154,1," Los Angeles, California, USA",50.0,"['Coming & Going', 'Bernard and Huey', 'The Ride', 'Dangerous Lies', 'Deathstroke: Knights & Dragons - The Movie', 'Bleeding Love']","[80147.0, 474002.0, 526103.0, 689723.0, 703771.0, 1000780.0]"
Savannah La Rain,2127816,1,"Queensland, Australia",19.0,"['Here There Be Monsters', 'Dora and the Lost City of Gold', 'Bosch & Rockit', 'Woody Woodpecker Goes to Camp']","[548240.0, 499701.0, 863814.0, 1239146.0]"
Scarlett Estevez,1512021,1,"Los Angeles, California, USA",16.0,"['And Then There Was You', ""Daddy's Home"", ""Daddy's Home 2"", 'The Grinch', 'Disney Channel Summer Sing-Along', 'Disney Channel Halloween House Party', 'Christmas ...Again?!', 'Minions: The Rise of Gru']","[255496.0, 274167.0, 419680.0, 360920.0, 723975.0, 754560.0, 762879.0, 438148.0]"
Scarlett Johansson,1245,1,"New York City, New York, USA",39.0,"['The Avengers', 'Woody Allen: A Documentary', 'We Bought a Zoo', 'Captain America: The Winter Soldier', 'Under the Skin', 'Avengers: Age of Ultron', 'Hitchcock', 'Her', 'Don Jon', 'Chef', 'Lucy', 'The Jungle Book', 'Deep Down', 'Marvel: 75 Years, from Pulp to Pop!', 'Iron Man 2', 'Marvel Studios: Assembling a Universe', 'Sing', 'Hail, Caesar!', 'Captain America: Civil War', 'Isle of Dogs', 'Floyd Norman: An Animated Life', 'Rough Night', 'Avengers: Infinity War', 'Ghost in the Shell', 'Marriage Story', 'Black Widow', 'Jojo Rabbit', 'Art as Dialogue', 'Bert Stern: Original Madman', 'Captain Marvel', 'Sing 2', 'Thor: Ragnarok', 'Marriage Story: From the Pages to the Performances', 'Avengers: Endgame', ""Celebrating Marvel's Stan Lee"", 'Jeff Koons', 'Chadwick Boseman: A Tribute for a King', 'Moneymaker: Behind the Black Widow', 'Asteroid City', 'Come Home', 'Marvel Studios Assembled: The Making of Hawkeye', 'North Star', 'Her: Love in the Modern Age', 'Final Cut: Ladies and Gentlemen', 'VOMO: Vote or Miss Out']","[24428.0, 81167.0, 74465.0, 100402.0, 97370.0, 99861.0, 112336.0, 152601.0, 138697.0, 212778.0, 240832.0, 278927.0, 280409.0, 299969.0, 10138.0, 259910.0, 335797.0, 270487.0, 271110.0, 399174.0, 407588.0, 397422.0, 299536.0, 315837.0, 492188.0, 497698.0, 515001.0, 541234.0, 94026.0, 299537.0, 438695.0, 284053.0, 668735.0, 299534.0, 662151.0, 776767.0, 738005.0, 847953.0, 747188.0, 931633.0, 936643.0, 985602.0, 250853.0, 126314.0, 740422.0]"
Scoot McNairy,59233,2,"Dallas, Texas, USA",46.0,"['Monsters', 'Killing Them Softly', 'Argo', '12 Years a Slave', 'Touchy Feely', 'Promised Land', 'The Rover', 'Frank', 'Gone Girl', 'Dragon Day', 'Marvel One-Shot: All Hail the King', 'Non-Stop', 'Wreckage', 'A Night in the Woods', 'Black Sea', 'Our Brand Is Crisis', 'Sleepless', 'Batman v Superman: Dawn of Justice', 'Aftermath', 'War Machine', 'Destroyer', 'The Parts You Lose', 'The Legacy of a Whitetail Deer Hunter', 'Once Upon a Time... in Hollywood', 'Long Way Back Home', 'Blonde', ""Something Elemental: Making 'The Rover'"", 'Everything Will Happen Before You Die', 'A Quiet Place Part II', 'Luckiest Girl Alive', ""C'mon C'mon"", 'Taurus', 'The Off Hours', 'Lyle, Lyle, Crocodile', 'Fairyland', 'The Line']","[43933.0, 64689.0, 68734.0, 76203.0, 154282.0, 133694.0, 157845.0, 171372.0, 210577.0, 219288.0, 253980.0, 225574.0, 73085.0, 130802.0, 246080.0, 10317.0, 324542.0, 209112.0, 390051.0, 354287.0, 471507.0, 492613.0, 311307.0, 466272.0, 543477.0, 301502.0, 641617.0, 193119.0, 520763.0, 799546.0, 632617.0, 844547.0, 54100.0, 830784.0, 997955.0, 931107.0]"
Scott Adkins,78110,2,"Sutton Coldfield, Birmingham, İngiltere",47.0,"['Undisputed III: Redemption', 'Assassination Games', 'The Expendables 2', 'Zero Dark Thirty', 'El Gringo', 'Re-Kill', 'Universal Soldier: Day of Reckoning', 'Ninja: Shadow of a Tear', 'Green Street 3: Never Back Down', 'The Legend of Hercules', 'Legendary: Tomb of the Dragon', 'Close Range', 'Wolf Warrior', 'Boyka: Undisputed IV', 'Home Invasion', 'Zero Tolerance', 'Grimsby', 'Hard Target 2', 'Criminal', 'Eliminators', 'Savage Dog', 'American Assassin', 'Accident Man', 'Triple Threat', 'Jarhead 3: The Siege', 'The Debt Collector', 'Incoming', 'Dead Reckoning', 'Karmouz War', 'Avengement', 'Ip Man 4: The Finale', 'Seized', 'Abduction', 'Legacy of Lies', 'Iron Fists and Kung Fu Kicks', 'Real Men', 'Max Cloud', 'Debt Collectors', 'Castle Falls', 'Doctor Strange', 'In Search of the Last Action Heroes', 'One Shot', 'Day Shift', ""Accident Man: Hitman's Holiday"", 'Section 8', 'Lights Out', 'Bisping', 'John Wick: Chapter 4', 'One More Shot']","[38234.0, 71677.0, 76163.0, 97630.0, 102629.0, 106845.0, 122857.0, 180894.0, 182873.0, 188207.0, 226672.0, 325173.0, 335462.0, 348893.0, 380565.0, 273238.0, 267193.0, 402331.0, 302156.0, 421313.0, 437291.0, 415842.0, 455236.0, 449985.0, 378385.0, 513691.0, 522964.0, 463870.0, 521784.0, 534490.0, 449924.0, 572751.0, 59965.0, 601165.0, 600014.0, 646942.0, 647781.0, 647785.0, 683311.0, 284052.0, 588199.0, 811592.0, 755566.0, 879444.0, 893228.0, 931642.0, 808159.0, 603692.0, 1214314.0]"
Scott Bakula,2154,2,"St. Louis, Missouri, USA",69.0,"['The Captains', 'Basmati Blues', 'Behind the Candelabra', 'Geography Club', 'Enter the Dangerous Mind', 'Elsa & Fred', 'Above Suspicion', 'Me Him Her', 'Source Code', 'Star Trek: Enterprise - Uncharted Territory', 'United We Fan', 'Divinity', 'Star Trek: Enterprise In Conversation - The First Crew', 'Summertime']","[70703.0, 271715.0, 119675.0, 197033.0, 176077.0, 268171.0, 421473.0, 254952.0, 45612.0, 373362.0, 521139.0, 1058619.0, 1134887.0, 413730.0]"
Scott Caan,1894,2,"Los Angeles, California, USA",47.0,"[""A Beginner's Guide to Endings"", '3 Geezers!', 'Rock the Kasbah', 'Untogether', 'All at Once', 'One Day as a Lion', 'LA Originals']","[88057.0, 190967.0, 253414.0, 424651.0, 516373.0, 1070777.0, 688848.0]"
Scott Eastwood,928572,2,"Monterey, California, USA",38.0,"['Chasing Mavericks', 'Texas Chainsaw 3D', 'Trouble with the Curve', 'The Forger', 'Enter Nowhere', 'The Perfect Wave', 'The Bachelor with Dogs and Scott Eastwood', 'Fury', 'The Longest Ride', 'Pacific Rim: Uprising', 'Dawn Patrol', 'Mercury Plains', 'Snowden', 'Pride', 'The Lion of Judah', 'Suicide Squad', 'The Fate of the Furious', 'Walk of Fame', 'Overdrive', 'The Outpost', 'Wrath of Man', 'Die Clint Eastwood Story', 'Dangerous', 'I Want You Back', '1992', 'Fast X']","[82684.0, 76617.0, 87825.0, 255157.0, 98568.0, 251979.0, 470216.0, 228150.0, 228205.0, 268896.0, 299145.0, 376003.0, 302401.0, 234200.0, 46256.0, 297761.0, 337339.0, 425124.0, 404733.0, 531876.0, 637649.0, 729031.0, 763788.0, 680860.0, 413846.0, 385687.0]"
Scott Glenn,349,2,"Pittsburgh, Pennsylvania, USA",85.0,"['Secretariat', 'The Bourne Legacy', 'The Paperboy', 'Into the Grizzly Maze', 'Magic Valley', 'Mara', ""Urban Cowboy: The Rise and Fall of Gilley's"", 'Greenland', 'Making The Leftovers', 'The Hill']","[39486.0, 49040.0, 82390.0, 244316.0, 160122.0, 514277.0, 351416.0, 524047.0, 667960.0, 862557.0]"
Scott Grimes,35091,2,"Lowell, Massachusetts, USA",52.0,"['Robin Hood', 'A Lesson in Romance', 'The Santa Con', 'The Lost Tree', ""Winter's Tale"", 'Oppenheimer']","[20662.0, 239018.0, 311765.0, 328784.0, 137321.0, 872585.0]"
Scott Speedman,100,2,"London, England, UK",48.0,"['Good Neighbours', 'The Last Rites of Ransom Pride', 'The Vow', 'The Moth Diaries', 'Edwin Boyd: Citizen Gangster', 'Barefoot', 'The Captive', 'Out of the Dark', 'October Gale', 'The Monster', 'Underworld: Awakening', ""Barney's Version"", 'Open', 'Run This Town', 'Best Sellers', 'Sharp Stick', 'Crimes of the Future']","[64320.0, 46562.0, 72570.0, 91549.0, 92493.0, 242042.0, 244761.0, 283686.0, 285843.0, 340103.0, 52520.0, 46829.0, 572852.0, 576682.0, 669659.0, 801913.0, 819876.0]"
Sea Shimooka,2194282,1,"San Francisco, California, USA",29.0,['Pink Skies Ahead'],[602832.0]
Sean Astin,1328,2,"Santa Monica, California, USA",53.0,"['Stay Cool', 'With Great Power: The Stan Lee Story', 'Demoted', 'Amazing Love', 'Adopting Terror', 'Addicted to Fame', 'Cabin Fever: Patient Zero', 'Justice League: War', 'Extraction', ""Stan Lee's Mighty 7"", 'The Naughty List', 'Boys of Abu Ghraib', 'The Hero of Color City', ""Moms' Night Out"", 'Video Games: The Movie', 'The Surface', 'Justice League: Throne of Atlantis', 'Santa Switch', 'The Freemason', 'Do You Believe?', 'The Dramatics: A Comedy', 'WWII in HD: The Air War', 'Woodlawn', 'Hatched: Chicks Gone Wild!', 'Checkmate', 'Half-Shell Heroes: Blast to the Past', ""Love's Christmas Journey"", 'Swing State', 'The Do-Over', 'Range 15', ""Making of a Cult Classic: The Unauthorized Story of 'The Goonies'"", 'Bad Kids of Crestview Academy', 'K-9 World Cup', 'eHero', 'The Lears', 'Dorothy and the Witches of Oz', 'Dead Ant', 'Espionage Tonight', 'Not a War Story', 'Gloria Bell', 'The Spooky Tale of Captain Underpants: Hack-a-ween', 'Adverse', 'LEGO DC: Shazam! Magic and Monsters', 'Justice League Dark: Apokolips War', 'Remember the Sultana', 'A Long Run', 'Hero Mode', 'Charming the Hearts of Men', 'Ploey: You Never Fly Alone', 'Tales of the Teenage Mutant Ninja Turtles: Super Shredder', 'Teenage Mutant Ninja Turtles: Enter Shredder', 'Teenage Mutant Ninja Turtles: Renegade Rampage', 'iMordecai', 'Captain Underpants: Mega Blissmas', 'The Shift', 'Ribbit', 'Go West', 'Vindicta', 'Beyond Stranger Things', 'A Monsterous Holiday']","[11388.0, 86843.0, 100416.0, 98022.0, 132099.0, 146879.0, 157424.0, 217993.0, 326425.0, 254187.0, 242682.0, 256969.0, 217057.0, 252680.0, 269100.0, 290714.0, 297556.0, 249059.0, 315358.0, 309425.0, 320703.0, 334668.0, 333596.0, 372109.0, 356841.0, 366861.0, 87313.0, 398780.0, 389053.0, 402976.0, 413173.0, 426580.0, 331983.0, 435696.0, 450492.0, 456375.0, 480923.0, 463016.0, 485865.0, 491473.0, 637395.0, 661020.0, 690369.0, 618344.0, 713762.0, 752724.0, 764068.0, 693730.0, 506596.0, 450619.0, 286102.0, 375155.0, 920024.0, 768509.0, 1108658.0, 256690.0, 1140009.0, 1175873.0, 1214610.0, 228942.0]"
Sean Bean,48,2,"Sheffield, South Yorkshire, England, UK",65.0,"['Percy Jackson & the Olympians: The Lightning Thief', 'Black Death', 'Black Beauty', 'Mirror Mirror', 'Age of Heroes', 'Pride', 'Anna Karenina', 'The Lost Future', 'Death Race 2', 'Jupiter Ascending', 'Cleanskin', 'Soldiers of Fortune', 'Hooligan', 'Wicked Blood', 'The Martian', 'Any Day', 'The Young Messiah', 'Pixels', 'Silent Hill: Revelation 3D', 'Dark River', 'Drone', 'The Unconquered', 'Possessor', 'Game of Thrones: The Last Watch', 'Faster Than Light: the Dream of Interstellar Flight', 'Wolfwalkers', 'Knights of the Zodiac', 'Instruments of Darkness']","[32657.0, 41215.0, 526702.0, 62764.0, 38540.0, 234200.0, 96724.0, 50674.0, 51620.0, 76757.0, 95516.0, 112304.0, 128278.0, 256740.0, 286217.0, 332936.0, 318850.0, 257344.0, 61012.0, 429195.0, 452068.0, 476464.0, 435615.0, 591278.0, 660698.0, 441130.0, 455476.0, 220846.0]"
Sean Connery,738,2,"Fountainbridge, Edinburgh, Scotland, UK",93.0,"['Murder on the Orient Express', 'The Hill', 'The Avengers', 'Sir Billi', 'Everything or Nothing', 'Anna Karenina', 'Top Gear: 50 Years of Bond Cars', 'Spanish Western', 'Sean Connery: In His Own Words', 'Final Cut: Ladies and Gentlemen', 'The Enigmatic Charlotte Rampling', 'The Sean Connery Paradox', 'Rat Pack', 'Timeless Heroes: Indiana Jones & Harrison Ford', 'Close Up']","[392044.0, 862557.0, 24428.0, 223605.0, 135921.0, 96724.0, 698982.0, 338797.0, 736636.0, 126314.0, 1141792.0, 1012041.0, 1057913.0, 1199447.0, 1113682.0]"
Sean Penn,2228,2,"Santa Monica, California, USA",63.0,"['The Tree of Life', 'Woody Allen: A Documentary', 'Gangster Squad', 'This Must Be the Place', 'The Secret Life of Walter Mitty', 'The Night That Changed America: A Grammy Salute to the Beatles', 'The Human Experiment', 'The Gunman', 'Holbrook/Twain: An American Odyssey', 'Return to the Wild: The Chris McCandless Story', 'The Angry Birds Movie', 'Sound of Sun', 'The Professor and the Madman', 'Americans', 'Beaver Trilogy Part IV', 'Flag Day', 'Fast Times at Ridgemont High: A Virtual Table Read', 'Charles Bronson: The Spirit of Masculinity', 'Asphalt City', 'Friends: The Reunion', 'Val', 'Licorice Pizza', 'Superpower', ""I'm Still Here"", 'Sweet Micky for President', 'Gonzo Girl']","[8967.0, 81167.0, 82682.0, 53487.0, 116745.0, 255190.0, 257249.0, 266396.0, 277678.0, 314284.0, 153518.0, 436346.0, 411728.0, 139779.0, 315882.0, 662712.0, 744539.0, 769938.0, 628922.0, 691179.0, 834027.0, 718032.0, 943330.0, 43939.0, 322746.0, 527832.0]"
Sean Young,586,1,"Louisville, Kentucky, USA",64.0,"['Dune', 'The Drop', 'Men', 'Attack of the 50 Foot Cheerleader', 'Gingerclown', 'Jug Face', 'Complicity', 'Random Encounters', 'Escape Room', 'Bone Tomahawk', 'Aftermath', 'Darling', 'My Trip Back to the Dark Side', 'Lost Cat Corona', 'Blade Runner 2049', 'Leaves of the Tree', 'The Networker', ""Future '38"", 'Weinstein', 'Healed by Grace 2 : Ten Days of Grace', 'Police State', 'Axcellerator', 'In Vino', 'In Search of Tomorrow', 'Time Warp Vol. 2: Horror and Sci-Fi', 'Skin: A History of Nudity in the Movies', 'Above All Things', '5th Borough', ""Rain Beau's End"", 'Indiana Jones: The Search for the Lost Golden Age', 'Planet Dune', 'Time Warp Vol. 1: Midnight Madness', 'Star Trek: Renegades', 'DC Down', 'Joke Man', 'Ouija Witch', 'The Activated Man', 'Ape X Mecha Ape: New World Order']","[438631.0, 154400.0, 780609.0, 128564.0, 129385.0, 157115.0, 226792.0, 254170.0, 431259.0, 294963.0, 390051.0, 472152.0, 339709.0, 435580.0, 335984.0, 335228.0, 479384.0, 441091.0, 515285.0, 540980.0, 385908.0, 599396.0, 686872.0, 617031.0, 695138.0, 722926.0, 547261.0, 737058.0, 740772.0, 827007.0, 881460.0, 694657.0, 972398.0, 1085543.0, 1143164.0, 1185439.0, 1206589.0, 1269539.0]"
